episode,loss,policy_loss,value_loss,entropy,approx_kl
1,0.09649050980806351,0.07179287075996399,0.06777404248714447,0.9189385175704956,1.397607684135437
2,0.09592961519956589,0.08954919874668121,0.031145598739385605,0.9192385077476501,1.5673366785049438
3,0.14685888588428497,0.1350574940443039,0.04199356585741043,0.9195388555526733,1.4311792850494385
4,0.18752197921276093,0.17264336347579956,0.048153698444366455,0.9198232889175415,1.4911258220672607
5,0.14034919440746307,0.1337755024433136,0.031549595296382904,0.9201111197471619,1.4986629486083984
6,0.05358492210507393,0.047422800213098526,0.030732300132513046,0.9204027652740479,1.5462350845336914
7,0.19119472801685333,0.16530492901802063,0.07019339501857758,0.9206909537315369,1.6146595478057861
8,0.15364399552345276,0.14736567437648773,0.030976179987192154,0.9209774732589722,1.452942132949829
9,0.18052002787590027,0.16362065076828003,0.05222391337156296,0.9212588667869568,1.389548659324646
10,0.024580182507634163,0.01945195347070694,0.02868739329278469,0.9215468764305115,1.370471477508545
11,0.16856426000595093,0.15707051753997803,0.04142414778470993,0.9218331575393677,1.4518826007843018
12,0.10738985240459442,0.09379716962575912,0.045627765357494354,0.9221194386482239,1.5313720703125
13,0.14347735047340393,0.12882503867149353,0.04775287210941315,0.9224115610122681,1.4535380601882935
14,0.17138493061065674,0.13761115074157715,0.08600176870822906,0.9227102994918823,1.5111448764801025
15,0.14110197126865387,0.12858745455741882,0.043489184230566025,0.9230073094367981,1.4878199100494385
16,0.1892402172088623,0.16792117059230804,0.06110410392284393,0.9232997894287109,1.4756202697753906
17,0.14782753586769104,0.1445271372795105,0.025072695687413216,0.9235941171646118,1.5347709655761719
18,0.04445522278547287,0.0313476100564003,0.04469308257102966,0.9238930940628052,1.282684564590454
19,0.11697555333375931,0.10058693587779999,0.051260821521282196,0.9241798520088196,1.4315483570098877
20,0.14391610026359558,0.13318616151809692,0.03994918614625931,0.9244644641876221,1.611039161682129
21,0.11273393779993057,0.10758313536643982,0.028796380385756493,0.9247387647628784,1.3399778604507446
22,0.0683583915233612,0.05738518759608269,0.04044635593891144,0.9249973297119141,1.5940768718719482
23,0.12171906977891922,0.08816511929035187,0.08561278134584427,0.9252434372901917,1.3954746723175049
24,0.13965384662151337,0.13065524399280548,0.03650704026222229,0.9254919290542603,1.555525541305542
25,0.1404702216386795,0.1133708581328392,0.07271351665258408,0.9257391095161438,1.5775790214538574
26,0.13733454048633575,0.10732483863830566,0.07853926718235016,0.9259930849075317,1.5491652488708496
27,0.12816958129405975,0.10621750354766846,0.062429122626781464,0.9262481927871704,1.6001758575439453
28,0.14237084984779358,0.1147700846195221,0.07373124361038208,0.9264849424362183,1.6556055545806885
29,0.17026346921920776,0.1421496868133545,0.07476183772087097,0.926713228225708,1.3406836986541748
30,0.14496666193008423,0.10863064229488373,0.09121111035346985,0.9269534945487976,1.4388577938079834
31,0.08228398859500885,0.05028271675109863,0.08254663646221161,0.927204966545105,1.4047353267669678
32,0.22094570100307465,0.16611120104789734,0.1282179057598114,0.9274453520774841,1.659893274307251
33,0.22291608154773712,0.17163075506687164,0.12112444639205933,0.9276900291442871,1.357297658920288
34,0.14331574738025665,0.09477432817220688,0.11564181745052338,0.927949070930481,1.4993832111358643
35,0.19024674594402313,0.1402491182088852,0.11855927109718323,0.9282005429267883,1.5481407642364502
36,0.1665787398815155,0.11105041205883026,0.12962570786476135,0.9284533262252808,1.4587700366973877
37,0.21303008496761322,0.1311909258365631,0.182252436876297,0.928705632686615,1.557681918144226
38,0.12494981288909912,0.07383543252944946,0.12080824375152588,0.9289737939834595,1.3984789848327637
39,0.20114561915397644,0.1288386732339859,0.1631985902786255,0.9292352795600891,1.5696601867675781
40,0.1620294749736786,0.08812177181243896,0.1664055734872818,0.9295073747634888,1.4342374801635742
41,0.21483264863491058,0.12593013048171997,0.19640062749385834,0.9297803640365601,1.4221125841140747
42,0.28851160407066345,0.19303452968597412,0.20955553650856018,0.9300667643547058,1.5985162258148193
43,0.21825262904167175,0.12781526148319244,0.19948190450668335,0.9303592443466187,1.4871971607208252
44,0.32742467522621155,0.16680501401424408,0.3398524522781372,0.9306594133377075,1.4028624296188354
45,0.2156994789838791,0.07545249909162521,0.2991132140159607,0.9309641122817993,1.3450497388839722
46,0.27154073119163513,0.17739233374595642,0.20692183077335358,0.9312500357627869,1.5077011585235596
47,0.2650376856327057,0.1305651068687439,0.2875758707523346,0.9315351843833923,1.331575870513916
48,0.3379777669906616,0.12932217121124268,0.4359476566314697,0.931822657585144,1.7660887241363525
49,0.32392174005508423,0.16971656680107117,0.3270527720451355,0.9321204423904419,1.5596153736114502
50,0.42131271958351135,0.20809388160705566,0.44508612155914307,0.9324231147766113,1.4875743389129639
51,0.27846670150756836,0.09912875294685364,0.37733057141304016,0.932734489440918,1.3524044752120972
52,0.4146004021167755,0.1711706519126892,0.5055203437805176,0.933043360710144,1.6630535125732422
53,0.41371217370033264,0.12884950637817383,0.588392436504364,0.9333541989326477,1.410146713256836
54,0.3704216778278351,0.07193908095359802,0.6156386137008667,0.9336700439453125,1.4091262817382812
55,0.46238595247268677,0.1452355980873108,0.6529800891876221,0.933968722820282,1.2799835205078125
56,0.4462728202342987,0.10149717330932617,0.708236575126648,0.934263288974762,1.315147876739502
57,0.44353652000427246,0.10928496718406677,0.6871941685676575,0.9345535635948181,1.539625883102417
58,0.4275984764099121,0.08933167159557343,0.6952303647994995,0.9348385334014893,1.4123272895812988
59,0.7005460858345032,0.15032817423343658,1.119138240814209,0.9351222515106201,1.6630674600601196
60,0.5406204462051392,0.1372939646244049,0.8253609538078308,0.9354015588760376,1.5924015045166016
61,0.6575228571891785,0.13528761267662048,1.0631840229034424,0.9356812834739685,1.5998871326446533
62,0.6513431072235107,0.07556960731744766,1.1702663898468018,0.9359719753265381,1.4706807136535645
63,0.7935875058174133,0.10654965043067932,1.3928009271621704,0.936262845993042,1.7072786092758179
64,0.7860190868377686,0.16575640439987183,1.2592562437057495,0.9365448951721191,1.5065889358520508
65,0.6715406179428101,0.12717556953430176,1.107466697692871,0.9368293881416321,1.5374066829681396
66,0.6562330722808838,0.10793238133192062,1.115343689918518,0.9371185302734375,1.5213156938552856
67,1.0978074073791504,0.14533956348896027,1.9236838817596436,0.937415361404419,1.6973923444747925
68,0.9900529980659485,0.08855170011520386,1.8217568397521973,0.9377110004425049,1.6514240503311157
69,1.0313855409622192,0.1452750712633133,1.7909809350967407,0.9379957914352417,1.4274587631225586
70,1.0655823945999146,0.0903184786438942,1.9692933559417725,0.9382727146148682,1.351686954498291
71,1.3542197942733765,0.20754213631153107,2.3121261596679688,0.938541054725647,1.773777961730957
72,1.2154814004898071,0.1477237343788147,2.1542916297912598,0.9388065934181213,1.435440182685852
73,1.6476142406463623,0.14489811658859253,3.0242135524749756,0.9390613436698914,1.8281044960021973
74,1.2181824445724487,0.12933087348937988,2.1964893341064453,0.939305305480957,1.7011669874191284
75,1.5925496816635132,0.08930233120918274,3.0252857208251953,0.9395442605018616,1.7908051013946533
76,1.762641429901123,0.024235665798187256,3.4956071376800537,0.939777672290802,1.725260615348816
77,1.1982684135437012,0.09035173803567886,2.234633445739746,0.9399958252906799,1.7092231512069702
78,1.6026643514633179,0.07212647795677185,3.0798797607421875,0.9402043223381042,1.8015317916870117
79,1.8977649211883545,0.2037878930568695,3.40676212310791,0.9404020309448242,1.5662713050842285
80,1.706316590309143,0.07332805544137955,3.2847890853881836,0.9405932426452637,1.7631984949111938
81,1.8402613401412964,0.09772269427776337,3.5038928985595703,0.9407792687416077,1.667343258857727
82,1.884597897529602,0.13007326424121857,3.5278685092926025,0.9409610033035278,1.4136145114898682
83,2.0121099948883057,0.05323585867881775,3.936570882797241,0.9411453604698181,1.8768069744110107
84,2.555091381072998,0.20100532472133636,4.726998805999756,0.9413287043571472,2.183340072631836
85,2.418888807296753,0.10036617517471313,4.6558756828308105,0.9415075182914734,1.7554936408996582
86,2.2612054347991943,0.10872635245323181,4.323791980743408,0.9416798949241638,2.1547353267669678
87,2.5457732677459717,0.18558870255947113,4.739206314086914,0.9418473839759827,2.001600742340088
88,2.8885533809661865,0.22201550006866455,5.351916313171387,0.9420132637023926,2.1093780994415283
89,3.0107831954956055,0.12910179793834686,5.7822065353393555,0.9421756267547607,2.3305723667144775
90,2.796382427215576,0.16686156392097473,5.277888298034668,0.9423341155052185,2.119887113571167
91,2.975806474685669,0.18139442801475525,5.6076741218566895,0.9424922466278076,2.440481185913086
92,2.798100233078003,0.05656634271144867,5.5019211769104,0.9426520466804504,2.1415112018585205
93,2.7870516777038574,0.14321497082710266,5.306529521942139,0.9428099989891052,2.351848602294922
94,2.762444257736206,0.09136968106031418,5.361008644104004,0.9429647326469421,2.22287917137146
95,3.487622022628784,0.2707078456878662,6.452690601348877,0.9431149959564209,2.9697952270507812
96,3.368216037750244,0.06982021778821945,6.615656852722168,0.9432635307312012,3.0141429901123047
97,3.6054513454437256,0.17553044855594635,6.87870979309082,0.9434062242507935,3.244041681289673
98,2.8859217166900635,0.11976353079080582,5.551187038421631,0.9435447454452515,2.8176233768463135
99,3.7810189723968506,0.1496557891368866,7.281599998474121,0.9436860084533691,3.422769546508789
100,3.4406938552856445,0.1525261402130127,6.595211982727051,0.943821907043457,4.033740997314453
